,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
25964,Montana,3 wk ahead,Bin,percent,9.1,9.2,9.998700168978029e-07
25965,Montana,3 wk ahead,Bin,percent,9.2,9.3,9.998700168978029e-07
25966,Montana,3 wk ahead,Bin,percent,9.3,9.4,9.998700168978029e-07
25967,Montana,3 wk ahead,Bin,percent,9.4,9.5,9.998700168978029e-07
25968,Montana,3 wk ahead,Bin,percent,9.5,9.6,9.998700168978029e-07
25969,Montana,3 wk ahead,Bin,percent,9.6,9.7,9.998700168978029e-07
25970,Montana,3 wk ahead,Bin,percent,9.7,9.8,9.998700168978029e-07
25971,Montana,3 wk ahead,Bin,percent,9.8,9.9,9.998700168978029e-07
25972,Montana,3 wk ahead,Bin,percent,9.9,10.0,9.998700168978029e-07
25973,Montana,3 wk ahead,Bin,percent,10.0,10.1,9.998700168978029e-07
25974,Montana,3 wk ahead,Bin,percent,10.1,10.2,9.998700168978029e-07
25975,Montana,3 wk ahead,Bin,percent,10.2,10.3,9.998700168978029e-07
25976,Montana,3 wk ahead,Bin,percent,10.3,10.4,9.998700168978029e-07
25977,Montana,3 wk ahead,Bin,percent,10.4,10.5,9.998700168978029e-07
25978,Montana,3 wk ahead,Bin,percent,10.5,10.6,9.998700168978029e-07
25979,Montana,3 wk ahead,Bin,percent,10.6,10.7,9.998700168978029e-07
25980,Montana,3 wk ahead,Bin,percent,10.7,10.8,9.998700168978029e-07
25981,Montana,3 wk ahead,Bin,percent,10.8,10.9,9.998700168978029e-07
25982,Montana,3 wk ahead,Bin,percent,10.9,11.0,9.998700168978029e-07
25983,Montana,3 wk ahead,Bin,percent,11.0,11.1,9.998700168978029e-07
25984,Montana,3 wk ahead,Bin,percent,11.1,11.2,9.998700168978029e-07
25985,Montana,3 wk ahead,Bin,percent,11.2,11.3,9.998700168978029e-07
25986,Montana,3 wk ahead,Bin,percent,11.3,11.4,9.998700168978029e-07
25987,Montana,3 wk ahead,Bin,percent,11.4,11.5,9.998700168978029e-07
25988,Montana,3 wk ahead,Bin,percent,11.5,11.6,9.998700168978029e-07
25989,Montana,3 wk ahead,Bin,percent,11.6,11.7,9.998700168978029e-07
25990,Montana,3 wk ahead,Bin,percent,11.7,11.8,9.998700168978029e-07
25991,Montana,3 wk ahead,Bin,percent,11.8,11.9,9.998700168978029e-07
25992,Montana,3 wk ahead,Bin,percent,11.9,12.0,9.998700168978029e-07
25993,Montana,3 wk ahead,Bin,percent,12.0,12.1,9.998700168978029e-07
25994,Montana,3 wk ahead,Bin,percent,12.1,12.2,9.998700168978029e-07
25995,Montana,3 wk ahead,Bin,percent,12.2,12.3,9.998700168978029e-07
25996,Montana,3 wk ahead,Bin,percent,12.3,12.4,9.998700168978029e-07
25997,Montana,3 wk ahead,Bin,percent,12.4,12.5,9.998700168978029e-07
25998,Montana,3 wk ahead,Bin,percent,12.5,12.6,9.998700168978029e-07
25999,Montana,3 wk ahead,Bin,percent,12.6,12.7,9.998700168978029e-07
26000,Montana,3 wk ahead,Bin,percent,12.7,12.8,9.998700168978029e-07
26001,Montana,3 wk ahead,Bin,percent,12.8,12.9,9.998700168978029e-07
26002,Montana,3 wk ahead,Bin,percent,12.9,13.0,9.998700168978029e-07
26003,Montana,3 wk ahead,Bin,percent,13.0,100,9.998700168978029e-07
26004,Montana,4 wk ahead,Point,percent,,,0.10848462617799344
26005,Montana,4 wk ahead,Bin,percent,0.0,0.1,0.8698870446841908
26006,Montana,4 wk ahead,Bin,percent,0.1,0.2,0.12598449601551795
26007,Montana,4 wk ahead,Bin,percent,0.2,0.3,0.004000475938128042
26008,Montana,4 wk ahead,Bin,percent,0.3,0.4,9.998700168978029e-07
26009,Montana,4 wk ahead,Bin,percent,0.4,0.5,9.998700168978029e-07
26010,Montana,4 wk ahead,Bin,percent,0.5,0.6,9.998700168978029e-07
26011,Montana,4 wk ahead,Bin,percent,0.6,0.7,9.998700168978029e-07
26012,Montana,4 wk ahead,Bin,percent,0.7,0.8,9.998700168978029e-07
26013,Montana,4 wk ahead,Bin,percent,0.8,0.9,9.998700168978029e-07
26014,Montana,4 wk ahead,Bin,percent,0.9,1.0,9.998700168978029e-07
26015,Montana,4 wk ahead,Bin,percent,1.0,1.1,9.998700168978029e-07
26016,Montana,4 wk ahead,Bin,percent,1.1,1.2,9.998700168978029e-07
26017,Montana,4 wk ahead,Bin,percent,1.2,1.3,9.998700168978029e-07
26018,Montana,4 wk ahead,Bin,percent,1.3,1.4,9.998700168978029e-07
26019,Montana,4 wk ahead,Bin,percent,1.4,1.5,9.998700168978029e-07
26020,Montana,4 wk ahead,Bin,percent,1.5,1.6,9.998700168978029e-07
26021,Montana,4 wk ahead,Bin,percent,1.6,1.7,9.998700168978029e-07
26022,Montana,4 wk ahead,Bin,percent,1.7,1.8,9.998700168978029e-07
26023,Montana,4 wk ahead,Bin,percent,1.8,1.9,9.998700168978029e-07
26024,Montana,4 wk ahead,Bin,percent,1.9,2.0,9.998700168978029e-07
26025,Montana,4 wk ahead,Bin,percent,2.0,2.1,9.998700168978029e-07
26026,Montana,4 wk ahead,Bin,percent,2.1,2.2,9.998700168978029e-07
26027,Montana,4 wk ahead,Bin,percent,2.2,2.3,9.998700168978029e-07
26028,Montana,4 wk ahead,Bin,percent,2.3,2.4,9.998700168978029e-07
26029,Montana,4 wk ahead,Bin,percent,2.4,2.5,9.998700168978029e-07
26030,Montana,4 wk ahead,Bin,percent,2.5,2.6,9.998700168978029e-07
26031,Montana,4 wk ahead,Bin,percent,2.6,2.7,9.998700168978029e-07
26032,Montana,4 wk ahead,Bin,percent,2.7,2.8,9.998700168978029e-07
26033,Montana,4 wk ahead,Bin,percent,2.8,2.9,9.998700168978029e-07
26034,Montana,4 wk ahead,Bin,percent,2.9,3.0,9.998700168978029e-07
26035,Montana,4 wk ahead,Bin,percent,3.0,3.1,9.998700168978029e-07
26036,Montana,4 wk ahead,Bin,percent,3.1,3.2,9.998700168978029e-07
26037,Montana,4 wk ahead,Bin,percent,3.2,3.3,9.998700168978029e-07
26038,Montana,4 wk ahead,Bin,percent,3.3,3.4,9.998700168978029e-07
26039,Montana,4 wk ahead,Bin,percent,3.4,3.5,9.998700168978029e-07
26040,Montana,4 wk ahead,Bin,percent,3.5,3.6,9.998700168978029e-07
26041,Montana,4 wk ahead,Bin,percent,3.6,3.7,9.998700168978029e-07
26042,Montana,4 wk ahead,Bin,percent,3.7,3.8,9.998700168978029e-07
26043,Montana,4 wk ahead,Bin,percent,3.8,3.9,9.998700168978029e-07
26044,Montana,4 wk ahead,Bin,percent,3.9,4.0,9.998700168978029e-07
26045,Montana,4 wk ahead,Bin,percent,4.0,4.1,9.998700168978029e-07
26046,Montana,4 wk ahead,Bin,percent,4.1,4.2,9.998700168978029e-07
26047,Montana,4 wk ahead,Bin,percent,4.2,4.3,9.998700168978029e-07
26048,Montana,4 wk ahead,Bin,percent,4.3,4.4,9.998700168978029e-07
26049,Montana,4 wk ahead,Bin,percent,4.4,4.5,9.998700168978029e-07
26050,Montana,4 wk ahead,Bin,percent,4.5,4.6,9.998700168978029e-07
26051,Montana,4 wk ahead,Bin,percent,4.6,4.7,9.998700168978029e-07
26052,Montana,4 wk ahead,Bin,percent,4.7,4.8,9.998700168978029e-07
26053,Montana,4 wk ahead,Bin,percent,4.8,4.9,9.998700168978029e-07
26054,Montana,4 wk ahead,Bin,percent,4.9,5.0,9.998700168978029e-07
26055,Montana,4 wk ahead,Bin,percent,5.0,5.1,9.998700168978029e-07
26056,Montana,4 wk ahead,Bin,percent,5.1,5.2,9.998700168978029e-07
26057,Montana,4 wk ahead,Bin,percent,5.2,5.3,9.998700168978029e-07
26058,Montana,4 wk ahead,Bin,percent,5.3,5.4,9.998700168978029e-07
26059,Montana,4 wk ahead,Bin,percent,5.4,5.5,9.998700168978029e-07
26060,Montana,4 wk ahead,Bin,percent,5.5,5.6,9.998700168978029e-07
26061,Montana,4 wk ahead,Bin,percent,5.6,5.7,9.998700168978029e-07
26062,Montana,4 wk ahead,Bin,percent,5.7,5.8,9.998700168978029e-07
26063,Montana,4 wk ahead,Bin,percent,5.8,5.9,9.998700168978029e-07
26064,Montana,4 wk ahead,Bin,percent,5.9,6.0,9.998700168978029e-07
26065,Montana,4 wk ahead,Bin,percent,6.0,6.1,9.998700168978029e-07
26066,Montana,4 wk ahead,Bin,percent,6.1,6.2,9.998700168978029e-07
26067,Montana,4 wk ahead,Bin,percent,6.2,6.3,9.998700168978029e-07
26068,Montana,4 wk ahead,Bin,percent,6.3,6.4,9.998700168978029e-07
26069,Montana,4 wk ahead,Bin,percent,6.4,6.5,9.998700168978029e-07
26070,Montana,4 wk ahead,Bin,percent,6.5,6.6,9.998700168978029e-07
26071,Montana,4 wk ahead,Bin,percent,6.6,6.7,9.998700168978029e-07
26072,Montana,4 wk ahead,Bin,percent,6.7,6.8,9.998700168978029e-07
26073,Montana,4 wk ahead,Bin,percent,6.8,6.9,9.998700168978029e-07
26074,Montana,4 wk ahead,Bin,percent,6.9,7.0,9.998700168978029e-07
26075,Montana,4 wk ahead,Bin,percent,7.0,7.1,9.998700168978029e-07
26076,Montana,4 wk ahead,Bin,percent,7.1,7.2,9.998700168978029e-07
26077,Montana,4 wk ahead,Bin,percent,7.2,7.3,9.998700168978029e-07
26078,Montana,4 wk ahead,Bin,percent,7.3,7.4,9.998700168978029e-07
26079,Montana,4 wk ahead,Bin,percent,7.4,7.5,9.998700168978029e-07
26080,Montana,4 wk ahead,Bin,percent,7.5,7.6,9.998700168978029e-07
26081,Montana,4 wk ahead,Bin,percent,7.6,7.7,9.998700168978029e-07
26082,Montana,4 wk ahead,Bin,percent,7.7,7.8,9.998700168978029e-07
26083,Montana,4 wk ahead,Bin,percent,7.8,7.9,9.998700168978029e-07
26084,Montana,4 wk ahead,Bin,percent,7.9,8.0,9.998700168978029e-07
26085,Montana,4 wk ahead,Bin,percent,8.0,8.1,9.998700168978029e-07
26086,Montana,4 wk ahead,Bin,percent,8.1,8.2,9.998700168978029e-07
26087,Montana,4 wk ahead,Bin,percent,8.2,8.3,9.998700168978029e-07
26088,Montana,4 wk ahead,Bin,percent,8.3,8.4,9.998700168978029e-07
26089,Montana,4 wk ahead,Bin,percent,8.4,8.5,9.998700168978029e-07
26090,Montana,4 wk ahead,Bin,percent,8.5,8.6,9.998700168978029e-07
26091,Montana,4 wk ahead,Bin,percent,8.6,8.7,9.998700168978029e-07
26092,Montana,4 wk ahead,Bin,percent,8.7,8.8,9.998700168978029e-07
26093,Montana,4 wk ahead,Bin,percent,8.8,8.9,9.998700168978029e-07
26094,Montana,4 wk ahead,Bin,percent,8.9,9.0,9.998700168978029e-07
26095,Montana,4 wk ahead,Bin,percent,9.0,9.1,9.998700168978029e-07
26096,Montana,4 wk ahead,Bin,percent,9.1,9.2,9.998700168978029e-07
26097,Montana,4 wk ahead,Bin,percent,9.2,9.3,9.998700168978029e-07
26098,Montana,4 wk ahead,Bin,percent,9.3,9.4,9.998700168978029e-07
26099,Montana,4 wk ahead,Bin,percent,9.4,9.5,9.998700168978029e-07
26100,Montana,4 wk ahead,Bin,percent,9.5,9.6,9.998700168978029e-07
26101,Montana,4 wk ahead,Bin,percent,9.6,9.7,9.998700168978029e-07
26102,Montana,4 wk ahead,Bin,percent,9.7,9.8,9.998700168978029e-07
26103,Montana,4 wk ahead,Bin,percent,9.8,9.9,9.998700168978029e-07
26104,Montana,4 wk ahead,Bin,percent,9.9,10.0,9.998700168978029e-07
26105,Montana,4 wk ahead,Bin,percent,10.0,10.1,9.998700168978029e-07
26106,Montana,4 wk ahead,Bin,percent,10.1,10.2,9.998700168978029e-07
26107,Montana,4 wk ahead,Bin,percent,10.2,10.3,9.998700168978029e-07
26108,Montana,4 wk ahead,Bin,percent,10.3,10.4,9.998700168978029e-07
26109,Montana,4 wk ahead,Bin,percent,10.4,10.5,9.998700168978029e-07
26110,Montana,4 wk ahead,Bin,percent,10.5,10.6,9.998700168978029e-07
26111,Montana,4 wk ahead,Bin,percent,10.6,10.7,9.998700168978029e-07
26112,Montana,4 wk ahead,Bin,percent,10.7,10.8,9.998700168978029e-07
26113,Montana,4 wk ahead,Bin,percent,10.8,10.9,9.998700168978029e-07
26114,Montana,4 wk ahead,Bin,percent,10.9,11.0,9.998700168978029e-07
26115,Montana,4 wk ahead,Bin,percent,11.0,11.1,9.998700168978029e-07
26116,Montana,4 wk ahead,Bin,percent,11.1,11.2,9.998700168978029e-07
26117,Montana,4 wk ahead,Bin,percent,11.2,11.3,9.998700168978029e-07
26118,Montana,4 wk ahead,Bin,percent,11.3,11.4,9.998700168978029e-07
26119,Montana,4 wk ahead,Bin,percent,11.4,11.5,9.998700168978029e-07
26120,Montana,4 wk ahead,Bin,percent,11.5,11.6,9.998700168978029e-07
26121,Montana,4 wk ahead,Bin,percent,11.6,11.7,9.998700168978029e-07
26122,Montana,4 wk ahead,Bin,percent,11.7,11.8,9.998700168978029e-07
26123,Montana,4 wk ahead,Bin,percent,11.8,11.9,9.998700168978029e-07
26124,Montana,4 wk ahead,Bin,percent,11.9,12.0,9.998700168978029e-07
26125,Montana,4 wk ahead,Bin,percent,12.0,12.1,9.998700168978029e-07
26126,Montana,4 wk ahead,Bin,percent,12.1,12.2,9.998700168978029e-07
26127,Montana,4 wk ahead,Bin,percent,12.2,12.3,9.998700168978029e-07
26128,Montana,4 wk ahead,Bin,percent,12.3,12.4,9.998700168978029e-07
26129,Montana,4 wk ahead,Bin,percent,12.4,12.5,9.998700168978029e-07
26130,Montana,4 wk ahead,Bin,percent,12.5,12.6,9.998700168978029e-07
26131,Montana,4 wk ahead,Bin,percent,12.6,12.7,9.998700168978029e-07
26132,Montana,4 wk ahead,Bin,percent,12.7,12.8,9.998700168978029e-07
26133,Montana,4 wk ahead,Bin,percent,12.8,12.9,9.998700168978029e-07
26134,Montana,4 wk ahead,Bin,percent,12.9,13.0,9.998700168978029e-07
26135,Montana,4 wk ahead,Bin,percent,13.0,100,9.998700168978029e-07
26136,Nebraska,Season onset,Bin,week,none,none,0.029411765
26137,Nebraska,Season onset,Bin,week,40,41,0.029411765
26138,Nebraska,Season onset,Bin,week,41,42,0.029411765
26139,Nebraska,Season onset,Bin,week,42,43,0.029411765
26140,Nebraska,Season onset,Bin,week,43,44,0.029411765
26141,Nebraska,Season onset,Bin,week,44,45,0.029411765
26142,Nebraska,Season onset,Bin,week,45,46,0.029411765
26143,Nebraska,Season onset,Bin,week,46,47,0.029411765
26144,Nebraska,Season onset,Bin,week,47,48,0.029411765
26145,Nebraska,Season onset,Bin,week,48,49,0.029411765
26146,Nebraska,Season onset,Bin,week,49,50,0.029411765
26147,Nebraska,Season onset,Bin,week,50,51,0.029411765
26148,Nebraska,Season onset,Bin,week,51,52,0.029411765
26149,Nebraska,Season onset,Bin,week,52,53,0.029411765
26150,Nebraska,Season onset,Bin,week,1,2,0.0765
26151,Nebraska,Season onset,Bin,week,2,3,0.0765
26152,Nebraska,Season onset,Bin,week,3,4,0.0765
26153,Nebraska,Season onset,Bin,week,4,5,0.0765
26154,Nebraska,Season onset,Bin,week,5,6,0.0765
26155,Nebraska,Season onset,Bin,week,6,7,0.0765
26156,Nebraska,Season onset,Bin,week,7,8,0.0765
26157,Nebraska,Season onset,Bin,week,8,9,0.0765
26158,Nebraska,Season onset,Bin,week,9,10,0.0765
26159,Nebraska,Season onset,Bin,week,10,11,0.0765
26160,Nebraska,Season onset,Bin,week,11,12,0.0765
26161,Nebraska,Season onset,Bin,week,12,13,0.0765
26162,Nebraska,Season onset,Bin,week,13,14,0.0765
26163,Nebraska,Season onset,Bin,week,14,15,0.0765
26164,Nebraska,Season onset,Bin,week,15,16,0.0765
26165,Nebraska,Season onset,Bin,week,16,17,0.0765
26166,Nebraska,Season onset,Bin,week,17,18,0.0765
26167,Nebraska,Season onset,Bin,week,18,19,0.0765
26168,Nebraska,Season onset,Bin,week,19,20,0.0765
26169,Nebraska,Season onset,Bin,week,20,21,0.0765
26170,Nebraska,Season peak week,Bin,week,40,41,0.03030303
26171,Nebraska,Season peak week,Bin,week,41,42,0.03030303
26172,Nebraska,Season peak week,Bin,week,42,43,0.03030303
26173,Nebraska,Season peak week,Bin,week,43,44,0.03030303
26174,Nebraska,Season peak week,Bin,week,44,45,0.03030303
26175,Nebraska,Season peak week,Bin,week,45,46,0.03030303
26176,Nebraska,Season peak week,Bin,week,46,47,0.03030303
26177,Nebraska,Season peak week,Bin,week,47,48,0.03030303
26178,Nebraska,Season peak week,Bin,week,48,49,0.03030303
26179,Nebraska,Season peak week,Bin,week,49,50,0.03030303
26180,Nebraska,Season peak week,Bin,week,50,51,0.03030303
26181,Nebraska,Season peak week,Bin,week,51,52,0.03030303
26182,Nebraska,Season peak week,Bin,week,52,53,0.03030303
26183,Nebraska,Season peak week,Bin,week,1,2,0.03030303
26184,Nebraska,Season peak week,Bin,week,2,3,0.03030303
26185,Nebraska,Season peak week,Bin,week,3,4,0.03030303
26186,Nebraska,Season peak week,Bin,week,4,5,0.03030303
26187,Nebraska,Season peak week,Bin,week,5,6,0.03030303
26188,Nebraska,Season peak week,Bin,week,6,7,0.03030303
26189,Nebraska,Season peak week,Bin,week,7,8,0.03030303
26190,Nebraska,Season peak week,Bin,week,8,9,0.03030303
26191,Nebraska,Season peak week,Bin,week,9,10,0.03030303
26192,Nebraska,Season peak week,Bin,week,10,11,0.03030303
26193,Nebraska,Season peak week,Bin,week,11,12,0.03030303
26194,Nebraska,Season peak week,Bin,week,12,13,0.03030303
26195,Nebraska,Season peak week,Bin,week,13,14,0.03030303
26196,Nebraska,Season peak week,Bin,week,14,15,0.03030303
26197,Nebraska,Season peak week,Bin,week,15,16,0.03030303
26198,Nebraska,Season peak week,Bin,week,16,17,0.03030303
26199,Nebraska,Season peak week,Bin,week,17,18,0.03030303
26200,Nebraska,Season peak week,Bin,week,18,19,0.03030303
26201,Nebraska,Season peak week,Bin,week,19,20,0.03030303
26202,Nebraska,Season peak week,Bin,week,20,21,0.03030303
26203,Nebraska,Season peak percentage,Bin,percent,0.0,0.1,0.007633588
26204,Nebraska,Season peak percentage,Bin,percent,0.1,0.2,0.007633588
26205,Nebraska,Season peak percentage,Bin,percent,0.2,0.3,0.007633588
26206,Nebraska,Season peak percentage,Bin,percent,0.3,0.4,0.007633588
26207,Nebraska,Season peak percentage,Bin,percent,0.4,0.5,0.007633588
26208,Nebraska,Season peak percentage,Bin,percent,0.5,0.6,0.007633588
26209,Nebraska,Season peak percentage,Bin,percent,0.6,0.7,0.007633588
26210,Nebraska,Season peak percentage,Bin,percent,0.7,0.8,0.007633588
26211,Nebraska,Season peak percentage,Bin,percent,0.8,0.9,0.007633588
26212,Nebraska,Season peak percentage,Bin,percent,0.9,1.0,0.007633588
26213,Nebraska,Season peak percentage,Bin,percent,1.0,1.1,0.007633588
26214,Nebraska,Season peak percentage,Bin,percent,1.1,1.2,0.007633588
26215,Nebraska,Season peak percentage,Bin,percent,1.2,1.3,0.007633588
26216,Nebraska,Season peak percentage,Bin,percent,1.3,1.4,0.007633588
26217,Nebraska,Season peak percentage,Bin,percent,1.4,1.5,0.007633588
26218,Nebraska,Season peak percentage,Bin,percent,1.5,1.6,0.007633588
26219,Nebraska,Season peak percentage,Bin,percent,1.6,1.7,0.007633588
26220,Nebraska,Season peak percentage,Bin,percent,1.7,1.8,0.007633588
26221,Nebraska,Season peak percentage,Bin,percent,1.8,1.9,0.007633588
26222,Nebraska,Season peak percentage,Bin,percent,1.9,2.0,0.007633588
26223,Nebraska,Season peak percentage,Bin,percent,2.0,2.1,0.007633588
26224,Nebraska,Season peak percentage,Bin,percent,2.1,2.2,0.007633588
26225,Nebraska,Season peak percentage,Bin,percent,2.2,2.3,0.007633588
26226,Nebraska,Season peak percentage,Bin,percent,2.3,2.4,0.007633588
26227,Nebraska,Season peak percentage,Bin,percent,2.4,2.5,0.007633588
26228,Nebraska,Season peak percentage,Bin,percent,2.5,2.6,0.007633588
26229,Nebraska,Season peak percentage,Bin,percent,2.6,2.7,0.007633588
26230,Nebraska,Season peak percentage,Bin,percent,2.7,2.8,0.007633588
26231,Nebraska,Season peak percentage,Bin,percent,2.8,2.9,0.007633588
26232,Nebraska,Season peak percentage,Bin,percent,2.9,3.0,0.007633588
26233,Nebraska,Season peak percentage,Bin,percent,3.0,3.1,0.007633588
26234,Nebraska,Season peak percentage,Bin,percent,3.1,3.2,0.007633588
26235,Nebraska,Season peak percentage,Bin,percent,3.2,3.3,0.007633588
26236,Nebraska,Season peak percentage,Bin,percent,3.3,3.4,0.007633588
26237,Nebraska,Season peak percentage,Bin,percent,3.4,3.5,0.007633588
26238,Nebraska,Season peak percentage,Bin,percent,3.5,3.6,0.007633588
26239,Nebraska,Season peak percentage,Bin,percent,3.6,3.7,0.007633588
26240,Nebraska,Season peak percentage,Bin,percent,3.7,3.8,0.007633588
26241,Nebraska,Season peak percentage,Bin,percent,3.8,3.9,0.007633588
26242,Nebraska,Season peak percentage,Bin,percent,3.9,4.0,0.007633588
26243,Nebraska,Season peak percentage,Bin,percent,4.0,4.1,0.007633588
26244,Nebraska,Season peak percentage,Bin,percent,4.1,4.2,0.007633588
26245,Nebraska,Season peak percentage,Bin,percent,4.2,4.3,0.007633588
26246,Nebraska,Season peak percentage,Bin,percent,4.3,4.4,0.007633588
26247,Nebraska,Season peak percentage,Bin,percent,4.4,4.5,0.007633588
26248,Nebraska,Season peak percentage,Bin,percent,4.5,4.6,0.007633588
26249,Nebraska,Season peak percentage,Bin,percent,4.6,4.7,0.007633588
26250,Nebraska,Season peak percentage,Bin,percent,4.7,4.8,0.007633588
26251,Nebraska,Season peak percentage,Bin,percent,4.8,4.9,0.007633588
26252,Nebraska,Season peak percentage,Bin,percent,4.9,5.0,0.007633588
26253,Nebraska,Season peak percentage,Bin,percent,5.0,5.1,0.007633588
26254,Nebraska,Season peak percentage,Bin,percent,5.1,5.2,0.007633588
26255,Nebraska,Season peak percentage,Bin,percent,5.2,5.3,0.007633588
26256,Nebraska,Season peak percentage,Bin,percent,5.3,5.4,0.007633588
26257,Nebraska,Season peak percentage,Bin,percent,5.4,5.5,0.007633588
26258,Nebraska,Season peak percentage,Bin,percent,5.5,5.6,0.007633588
26259,Nebraska,Season peak percentage,Bin,percent,5.6,5.7,0.007633588
26260,Nebraska,Season peak percentage,Bin,percent,5.7,5.8,0.007633588
26261,Nebraska,Season peak percentage,Bin,percent,5.8,5.9,0.007633588
26262,Nebraska,Season peak percentage,Bin,percent,5.9,6.0,0.007633588
26263,Nebraska,Season peak percentage,Bin,percent,6.0,6.1,0.007633588
26264,Nebraska,Season peak percentage,Bin,percent,6.1,6.2,0.007633588
26265,Nebraska,Season peak percentage,Bin,percent,6.2,6.3,0.007633588
26266,Nebraska,Season peak percentage,Bin,percent,6.3,6.4,0.007633588
26267,Nebraska,Season peak percentage,Bin,percent,6.4,6.5,0.007633588
26268,Nebraska,Season peak percentage,Bin,percent,6.5,6.6,0.007633588
26269,Nebraska,Season peak percentage,Bin,percent,6.6,6.7,0.007633588
26270,Nebraska,Season peak percentage,Bin,percent,6.7,6.8,0.007633588
26271,Nebraska,Season peak percentage,Bin,percent,6.8,6.9,0.007633588
26272,Nebraska,Season peak percentage,Bin,percent,6.9,7.0,0.007633588
26273,Nebraska,Season peak percentage,Bin,percent,7.0,7.1,0.007633588
26274,Nebraska,Season peak percentage,Bin,percent,7.1,7.2,0.007633588
26275,Nebraska,Season peak percentage,Bin,percent,7.2,7.3,0.007633588
26276,Nebraska,Season peak percentage,Bin,percent,7.3,7.4,0.007633588
26277,Nebraska,Season peak percentage,Bin,percent,7.4,7.5,0.007633588
26278,Nebraska,Season peak percentage,Bin,percent,7.5,7.6,0.007633588
26279,Nebraska,Season peak percentage,Bin,percent,7.6,7.7,0.007633588
26280,Nebraska,Season peak percentage,Bin,percent,7.7,7.8,0.007633588
26281,Nebraska,Season peak percentage,Bin,percent,7.8,7.9,0.007633588
26282,Nebraska,Season peak percentage,Bin,percent,7.9,8.0,0.007633588
26283,Nebraska,Season peak percentage,Bin,percent,8.0,8.1,0.007633588
26284,Nebraska,Season peak percentage,Bin,percent,8.1,8.2,0.007633588
26285,Nebraska,Season peak percentage,Bin,percent,8.2,8.3,0.007633588
26286,Nebraska,Season peak percentage,Bin,percent,8.3,8.4,0.007633588
26287,Nebraska,Season peak percentage,Bin,percent,8.4,8.5,0.007633588
26288,Nebraska,Season peak percentage,Bin,percent,8.5,8.6,0.007633588
26289,Nebraska,Season peak percentage,Bin,percent,8.6,8.7,0.007633588
26290,Nebraska,Season peak percentage,Bin,percent,8.7,8.8,0.007633588
26291,Nebraska,Season peak percentage,Bin,percent,8.8,8.9,0.007633588
26292,Nebraska,Season peak percentage,Bin,percent,8.9,9.0,0.007633588
26293,Nebraska,Season peak percentage,Bin,percent,9.0,9.1,0.007633588
26294,Nebraska,Season peak percentage,Bin,percent,9.1,9.2,0.007633588
26295,Nebraska,Season peak percentage,Bin,percent,9.2,9.3,0.007633588
26296,Nebraska,Season peak percentage,Bin,percent,9.3,9.4,0.007633588
26297,Nebraska,Season peak percentage,Bin,percent,9.4,9.5,0.007633588
26298,Nebraska,Season peak percentage,Bin,percent,9.5,9.6,0.007633588
26299,Nebraska,Season peak percentage,Bin,percent,9.6,9.7,0.007633588
26300,Nebraska,Season peak percentage,Bin,percent,9.7,9.8,0.007633588
26301,Nebraska,Season peak percentage,Bin,percent,9.8,9.9,0.007633588
26302,Nebraska,Season peak percentage,Bin,percent,9.9,10.0,0.007633588
26303,Nebraska,Season peak percentage,Bin,percent,10.0,10.1,0.007633588
